idx,maximum_speed,speed_limit,average_speed,vehicle_class_1,vehicle_class_2,vehicle_class_3,vehicle_class_4,vehicle_class_5,vehicle_class_6,vehicle_class_7,vehicle_class_8,vehicle_class_9,vehicle_class_10,vehicle_class_11,vehicle_class_12,vehicle_class_13,bike,motorcycle,StrType
10459,36,50,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14493,13,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
13940,18,40,11,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
33785,35,50,26,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
13341,18,40,15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40594,78,50,55,612,1,50,3,1,0,1,0,0,0,0,0,0,6,4,Arterial
14354,9,40,6,66,0,3,0,0,0,0,0,0,0,0,0,0,60,0,Council Minor
22512,55,60,48,36,0,2,1,0,0,0,0,0,0,0,0,0,3,0,Arterial
22612,69,60,48,258,1,18,4,6,0,0,0,0,0,0,0,0,2,5,Arterial
10689,40,50,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47661,20,20,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11772,70,50,44,429,0,2,1,0,2,0,0,0,0,0,0,2,14,9,Arterial
14713,12,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
13930,7,40,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
38441,60,50,35,1252,14,41,4,9,0,0,0,0,0,0,0,0,2,15,Arterial
13200,27,40,16,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
11757,64,50,42,443,2,20,2,4,2,1,0,0,0,0,0,5,9,4,Arterial
11786,77,50,40,706,3,40,4,1,0,1,0,0,1,0,0,11,13,16,Arterial
13719,20,40,14,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,Council Minor
40427,70,50,33,708,3,11,3,4,0,0,0,2,0,0,0,0,24,25,Arterial
14595,14,40,12,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Council Minor
38660,18,25,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13453,22,40,16,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,Council Minor
47529,16,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15549,36,50,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11847,76,50,47,156,0,6,0,0,0,0,0,0,0,0,0,0,2,0,Arterial
40577,90,50,55,105,0,3,9,0,0,0,0,0,0,0,0,0,5,2,Arterial
47283,29,20,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22442,64,60,46,404,3,20,14,3,1,0,1,0,0,0,0,0,31,5,Arterial
20972,70,60,45,1031,8,102,5,7,0,3,3,6,4,0,0,0,3,9,Arterial
15484,25,50,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38314,61,50,33,1915,32,34,9,3,1,12,1,1,1,0,0,0,23,58,Arterial
20781,66,60,35,1088,3,85,14,10,2,0,0,2,2,0,0,0,5,19,Arterial
8503,46,50,29,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
38537,34,50,20,491,1,19,9,4,2,0,1,1,0,0,0,0,15,26,Arterial
20789,68,60,42,736,0,44,5,5,0,0,0,5,3,0,0,0,8,5,Arterial
8576,39,50,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20991,96,60,49,498,4,32,8,6,4,0,0,4,6,0,0,0,6,1,Arterial
22530,62,60,46,106,0,4,3,0,0,0,0,1,0,0,0,0,0,2,Arterial
14048,13,40,11,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
38579,59,50,38,616,4,6,11,2,0,0,0,1,0,0,0,0,28,7,Arterial
38643,25,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40530,75,50,56,135,1,1,1,0,0,0,0,0,0,0,0,0,3,4,Arterial
13896,19,40,11,9,0,2,0,0,0,0,0,0,0,0,0,0,4,1,Council Minor
33868,28,50,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11908,68,50,39,666,2,19,1,0,0,1,0,0,0,0,0,1,7,14,Arterial
21012,71,60,53,304,0,5,17,0,0,0,0,1,0,0,0,0,24,8,Arterial
40455,81,50,53,453,2,6,5,1,0,1,0,0,0,0,0,0,12,5,Arterial
20829,66,60,45,929,3,29,0,1,0,0,0,0,0,0,0,0,1,6,Arterial
40419,68,50,50,429,3,26,8,1,0,1,0,2,0,0,0,0,2,4,Arterial
15838,11,40,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
14734,17,40,11,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
8619,43,50,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
20827,66,60,42,1087,4,43,4,6,0,0,0,0,0,0,0,0,0,10,Arterial
40665,80,50,56,458,0,30,2,0,0,0,0,0,0,0,0,0,6,7,Arterial
13346,16,40,12,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
38616,60,50,38,484,2,3,2,3,1,0,0,0,0,0,0,0,5,2,Arterial
40474,77,50,49,833,7,44,4,1,1,1,0,1,0,0,0,0,10,17,Arterial
47682,21,20,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10388,43,50,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14218,12,40,7,21,0,4,0,0,0,0,0,0,0,0,0,0,17,0,Council Minor
22715,71,60,50,480,1,54,3,2,0,0,0,1,0,0,0,0,1,10,Arterial
13733,21,40,14,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,Council Minor
14530,23,40,19,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
13805,20,40,12,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,Council Minor
15598,35,50,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
21061,72,60,49,390,1,36,13,2,0,1,0,2,0,0,0,0,12,6,Arterial
33970,43,50,22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Council Minor
8417,42,50,26,38,0,1,0,0,0,0,0,0,0,0,0,0,2,4,Council Minor
14188,7,40,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Council Minor
47686,14,20,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15952,19,40,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10734,46,50,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47519,12,20,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22672,68,60,48,221,1,4,0,0,1,0,0,1,0,0,0,0,2,5,Arterial
40393,103,50,51,356,2,15,10,2,0,0,2,3,1,0,0,0,15,5,Arterial
11780,65,50,46,305,0,12,11,1,0,2,0,0,1,0,0,2,37,6,Arterial
10586,65,50,32,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
47427,20,20,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
40475,74,50,45,776,7,16,1,1,2,1,0,0,0,0,0,0,18,15,Arterial
38299,59,50,30,1559,10,23,5,1,1,4,1,4,0,0,0,0,8,26,Arterial
10279,57,50,43,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10639,36,50,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15567,35,50,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
33766,30,50,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
22519,68,60,46,322,4,24,3,6,0,0,0,1,0,0,0,0,0,8,Arterial
14714,12,40,10,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
11691,83,50,39,725,0,64,5,1,0,1,0,0,0,0,0,8,11,14,Arterial
13465,22,40,16,43,0,1,0,0,0,0,0,0,0,0,0,0,7,0,Council Minor
38325,54,50,32,1307,5,9,0,2,0,0,0,1,0,0,0,0,4,15,Arterial
20966,78,60,49,619,1,47,23,6,2,0,1,2,0,0,0,0,32,5,Arterial
40550,82,50,53,395,1,9,0,0,0,0,0,0,1,0,0,0,7,8,Arterial
22498,67,60,46,257,2,4,0,0,1,0,0,0,0,0,0,0,1,0,Arterial
21093,86,60,44,1165,1,82,6,3,1,2,0,1,3,0,0,0,4,16,Arterial
11776,69,50,47,63,0,4,3,0,0,0,0,0,0,0,0,1,1,1,Arterial
38318,47,50,28,1318,8,82,7,5,3,1,2,1,0,0,0,0,3,9,Arterial
33721,43,50,23,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
22673,88,60,51,231,0,9,0,0,0,0,0,0,0,0,0,0,0,4,Arterial
33764,28,50,21,11,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Council Minor
14365,28,40,8,24,0,1,0,0,0,0,0,0,0,0,0,0,21,0,Council Minor
8437,34,50,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
20850,67,60,42,1087,3,23,2,1,1,0,0,1,1,0,0,0,4,12,Arterial
15559,30,50,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20846,66,60,48,543,3,16,2,1,0,1,0,0,0,0,0,0,0,8,Arterial
10707,57,50,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14611,17,40,12,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Council Minor
14200,25,40,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
22698,76,60,51,200,0,4,1,0,0,0,0,0,0,0,0,0,0,1,Arterial
13459,20,40,18,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
8514,28,50,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22594,80,60,48,362,0,37,9,3,1,1,0,1,0,0,0,0,0,10,Arterial
22418,68,60,44,428,4,26,11,2,0,0,0,0,0,0,0,0,14,6,Arterial
11958,68,50,30,621,2,58,1,0,2,0,1,0,0,0,0,2,9,13,Arterial
33720,27,50,20,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Council Minor
22536,62,60,50,42,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Arterial
11865,72,50,38,617,1,14,0,0,1,1,0,0,0,0,0,1,7,6,Arterial
40452,68,50,38,693,3,19,3,1,2,0,0,0,0,0,0,0,21,15,Arterial
11777,77,50,45,65,0,4,1,1,0,0,0,0,0,0,0,2,4,1,Arterial
40567,74,50,53,495,0,45,9,1,1,0,0,1,0,0,0,0,14,3,Arterial
15473,23,50,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13666,21,40,15,16,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Council Minor
14498,12,40,9,6,0,0,1,0,0,0,0,0,0,0,0,0,6,1,Council Minor
40505,97,50,54,447,1,2,2,0,0,0,0,0,0,0,0,0,5,3,Arterial
14205,22,40,11,5,0,1,0,0,0,0,0,1,0,0,0,0,5,1,Council Minor
11718,74,50,40,760,2,31,1,0,2,0,0,1,0,0,0,13,9,15,Arterial
22441,62,60,48,129,1,9,4,1,0,0,0,0,0,0,0,0,15,1,Arterial
11684,63,50,46,296,0,20,18,1,1,2,0,0,0,0,0,3,27,3,Arterial
11771,67,50,41,542,1,9,2,0,0,0,0,0,0,0,0,8,14,7,Arterial
22713,70,60,49,275,2,40,5,3,0,1,0,3,1,0,0,0,1,4,Arterial
20948,76,60,47,994,3,100,8,7,0,2,1,3,3,0,0,0,4,10,Arterial
11723,73,50,41,549,0,12,3,0,0,0,0,0,0,0,0,3,19,6,Arterial
10622,40,50,27,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10383,37,50,26,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Council Minor
38414,59,50,34,1160,3,11,1,5,1,0,1,0,0,0,0,0,5,12,Arterial
40655,81,50,60,143,3,10,7,1,1,0,0,0,0,0,0,0,17,9,Arterial
20866,75,60,52,118,0,12,3,11,0,0,0,1,0,0,0,0,0,0,Arterial
22521,73,60,47,303,0,26,1,4,1,0,0,1,0,0,0,0,2,2,Arterial
20873,66,60,36,1110,4,93,12,14,2,0,0,4,0,0,0,0,6,14,Arterial
13659,20,40,16,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Council Minor
14386,6,40,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
13486,21,40,16,28,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Council Minor
38470,55,50,35,543,4,12,10,2,1,0,0,0,0,0,0,0,8,6,Arterial
13973,19,40,13,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
10373,45,50,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38436,55,50,34,1316,9,70,8,5,0,3,1,6,0,0,0,0,5,14,Arterial
15382,20,50,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15576,20,50,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
33797,40,50,28,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
10172,41,50,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40549,71,50,51,499,1,4,1,0,0,0,0,0,0,0,0,0,11,15,Arterial
11996,75,50,37,1030,6,63,6,3,2,1,0,1,0,0,0,0,23,28,Arterial
21067,84,60,45,867,6,63,17,5,0,0,0,5,2,0,0,0,0,6,Arterial
33811,38,50,21,17,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
33778,22,50,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
38646,23,25,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14046,13,40,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13961,12,40,10,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
10639,36,50,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47143,17,20,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40489,91,50,55,184,4,4,3,1,0,0,0,0,0,0,0,0,6,1,Arterial
10264,93,50,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15585,29,50,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15441,22,50,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10175,28,50,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11788,63,50,37,817,0,42,2,3,1,0,0,1,1,0,0,11,19,19,Arterial
11999,80,50,30,1064,6,66,8,2,1,1,0,2,1,0,0,0,37,23,Arterial
14504,11,40,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,Council Minor
22681,68,60,52,63,1,3,3,0,0,0,0,1,0,0,0,0,8,1,Arterial
11839,67,50,37,713,5,25,1,4,2,0,1,1,0,0,0,14,65,22,Arterial
40441,73,50,51,347,1,12,7,2,0,1,1,0,0,0,0,0,18,5,Arterial
22736,71,60,47,283,3,31,18,6,0,0,0,0,0,0,0,0,0,4,Arterial
13563,24,40,17,115,0,2,1,0,1,0,0,0,0,0,0,0,24,5,Council Minor
10493,47,50,35,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40495,71,50,52,531,6,11,1,0,0,0,0,1,0,0,0,0,5,9,Arterial
20794,74,60,50,264,2,33,8,5,0,1,0,2,5,0,0,0,10,8,Arterial
22479,61,60,47,121,1,2,0,0,0,0,0,0,0,0,0,0,0,3,Arterial
40519,73,50,51,426,1,5,1,0,0,0,0,0,0,0,0,0,4,3,Arterial
10665,26,50,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38321,54,50,32,1381,10,48,5,3,2,2,0,2,0,0,0,0,4,22,Arterial
10614,52,50,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
21019,92,60,48,809,4,17,8,0,0,0,1,0,0,0,0,0,2,6,Arterial
15567,35,50,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
20812,74,60,41,856,1,15,1,0,0,0,0,1,0,0,0,0,0,7,Arterial
47606,30,20,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
10576,52,50,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13801,14,40,10,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,Council Minor
22685,74,60,50,214,0,29,3,2,1,2,1,3,0,0,0,0,1,6,Arterial
14698,17,40,9,9,0,0,0,1,0,0,0,0,0,0,0,0,8,0,Council Minor
11864,66,50,33,749,0,14,1,0,1,0,0,0,0,0,0,2,13,11,Arterial
14371,10,40,6,13,0,1,0,0,0,0,0,0,0,0,0,0,13,0,Council Minor
22513,70,60,49,121,0,8,10,3,0,0,0,1,0,0,0,0,11,2,Arterial
38307,51,50,34,197,0,7,5,1,0,0,0,0,0,0,0,0,0,2,Arterial
20988,74,60,53,314,0,13,1,2,0,0,0,1,1,0,0,0,10,2,Arterial
33766,30,50,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
8407,59,50,27,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
21063,74,60,47,631,3,38,12,1,1,1,0,0,1,0,0,0,20,5,Arterial
13285,14,40,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38671,29,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10499,41,50,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20977,82,60,47,1129,3,49,4,1,1,0,0,1,1,0,0,0,6,14,Arterial
21036,85,60,52,198,0,20,15,8,0,0,0,4,0,0,0,0,22,10,Arterial
47548,21,20,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
40517,74,50,49,401,1,13,0,0,0,0,0,0,0,0,0,0,6,5,Arterial
38388,68,50,36,1124,7,13,2,3,0,0,0,1,1,0,0,0,8,16,Arterial
33966,54,50,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Council Minor
15788,20,40,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13631,19,40,13,27,0,0,0,0,0,0,0,0,0,0,0,0,15,0,Council Minor
10381,43,50,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38513,59,50,24,561,4,28,1,0,2,0,0,0,0,0,0,0,6,14,Arterial
40689,104,50,55,426,0,16,1,1,1,0,0,0,0,0,0,0,1,8,Arterial
33892,33,50,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13508,24,40,18,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
38494,57,50,36,636,2,11,10,0,1,1,0,1,0,0,0,0,18,4,Arterial
13504,16,40,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22542,61,60,42,427,2,35,3,4,0,0,0,1,0,0,0,0,1,6,Arterial
11685,64,50,42,486,3,23,11,3,0,0,1,0,0,0,0,0,30,1,Arterial
38838,16,25,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14392,10,40,7,8,0,1,0,0,0,0,0,0,0,0,0,0,6,0,Council Minor
38308,56,50,35,151,0,7,1,1,0,0,1,0,0,0,0,0,1,3,Arterial
7365,28,50,22,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Council Minor
47377,19,20,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47353,15,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22653,77,60,52,126,0,4,0,0,0,0,0,0,0,0,0,0,14,0,Arterial
10197,35,50,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47403,19,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
33843,21,50,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20949,76,60,40,1188,5,94,11,7,2,2,1,4,2,0,0,0,4,20,Arterial
10476,48,50,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20798,62,60,33,1720,13,121,16,10,4,3,0,5,4,1,0,0,12,27,Arterial
20926,66,60,34,1090,2,51,6,1,2,0,1,0,2,0,0,0,5,17,Arterial
10572,51,50,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
20918,61,60,30,1614,7,78,19,6,2,2,0,6,0,0,0,0,15,26,Arterial
38405,49,50,28,543,0,7,0,0,1,0,0,0,0,0,0,0,3,2,Arterial
38480,71,50,38,829,11,54,16,10,3,6,0,5,0,0,0,0,23,27,Arterial
38659,29,25,19,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
40714,78,50,54,497,2,51,4,1,0,0,0,0,0,0,0,0,7,10,Arterial
47451,19,20,14,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14695,20,40,12,12,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Council Minor
14166,7,40,6,9,0,1,0,0,0,0,0,0,0,0,0,0,8,0,Council Minor
10387,48,50,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38823,23,25,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
13592,23,40,13,13,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Council Minor
40438,75,50,57,51,0,3,1,0,0,0,0,0,0,0,0,0,0,1,Arterial
10325,26,50,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
15497,15,50,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47625,17,20,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
40645,74,50,56,382,2,14,4,0,0,0,0,0,0,0,0,0,19,12,Arterial
22669,70,60,50,304,1,12,0,0,0,0,0,0,0,0,0,0,1,2,Arterial
10706,44,50,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14013,16,40,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Council Minor
11697,68,50,41,651,3,27,1,0,1,0,0,0,0,0,0,6,19,13,Arterial
47480,27,20,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11814,68,50,36,879,2,38,4,1,0,1,2,0,0,0,0,14,26,30,Arterial
38555,60,50,38,717,13,17,32,5,0,1,0,1,0,0,0,0,19,32,Arterial
10448,45,50,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14406,11,40,7,24,0,1,0,0,0,0,0,0,0,0,0,0,22,0,Council Minor
10438,48,50,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
47301,15,20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
22445,65,60,42,559,2,28,1,6,1,0,0,0,0,0,0,0,3,6,Arterial
40582,78,50,59,86,0,15,5,1,0,0,0,0,1,0,0,0,5,14,Arterial
14066,16,40,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
40448,89,50,51,625,0,40,6,1,0,0,1,2,0,0,0,0,7,4,Arterial
11849,68,50,48,84,0,3,2,0,0,0,0,0,0,0,0,0,3,0,Arterial
47205,15,20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11681,89,50,50,117,1,8,2,2,0,0,0,0,0,0,0,1,9,0,Arterial
10205,45,50,31,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
38344,60,50,33,1281,7,62,5,7,1,0,0,3,0,0,0,0,3,17,Arterial
40650,78,50,56,208,1,4,2,0,0,0,0,0,0,0,0,0,14,1,Arterial
22586,72,60,51,155,1,18,4,0,1,0,0,0,0,0,0,0,3,1,Arterial
11859,73,50,31,662,2,47,6,0,2,0,0,0,0,0,0,1,5,16,Arterial
10229,46,50,30,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Council Minor
38521,54,50,30,225,1,3,1,0,0,0,0,0,0,0,0,0,4,4,Arterial
10704,43,50,29,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11888,67,50,39,808,2,16,2,0,1,0,0,0,0,0,0,1,7,12,Arterial
38540,62,50,36,882,6,18,9,2,1,6,1,1,0,0,0,0,29,29,Arterial
38565,55,50,34,776,2,10,3,0,0,0,0,0,0,0,0,0,24,8,Arterial
13518,23,40,14,109,0,1,0,0,0,0,0,0,0,0,0,0,58,2,Council Minor
20796,73,60,40,1270,3,153,24,13,4,2,0,2,0,0,0,0,11,29,Arterial
22465,64,60,48,63,1,4,0,0,0,0,0,0,0,0,0,0,3,1,Arterial
15426,24,50,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
14731,8,40,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Council Minor
21005,80,60,48,940,0,11,3,1,0,0,0,0,0,0,0,0,33,5,Arterial
22537,66,60,48,142,0,8,2,0,0,0,0,1,0,0,0,0,0,0,Arterial
14338,9,40,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
11881,63,50,35,765,6,31,1,1,4,1,0,1,0,0,0,1,5,10,Arterial
13225,28,40,18,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
8569,39,50,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
10253,57,50,34,26,0,2,2,0,0,0,0,0,0,0,0,1,2,1,Council Minor
38495,35,50,17,206,0,9,1,0,0,0,0,0,0,0,0,0,7,9,Arterial
14624,11,40,9,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Council Minor
15534,30,50,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Council Minor
11897,62,50,47,265,0,5,2,0,1,0,0,0,0,0,0,0,7,0,Arterial
40391,75,50,57,76,0,8,2,2,0,0,0,2,0,0,0,0,3,1,Arterial
11932,77,50,35,670,0,30,3,0,1,0,0,0,0,0,0,0,6,11,Arterial
22705,66,60,51,59,0,5,2,0,0,0,0,0,0,0,0,0,0,0,Arterial
13972,12,40,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
40445,74,50,49,454,1,35,8,0,0,0,1,0,0,0,0,0,28,4,Arterial
20982,66,60,48,965,1,19,2,0,0,0,0,0,1,0,0,0,5,11,Arterial
14170,21,40,8,26,0,1,0,0,0,0,0,0,0,0,0,0,24,1,Council Minor
40415,93,50,57,80,0,6,2,1,0,0,0,1,0,0,0,0,3,1,Arterial
10541,42,50,32,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Council Minor
22614,74,60,49,219,3,21,11,3,0,0,1,1,0,0,0,0,1,2,Arterial
38315,65,50,31,1627,18,43,16,2,5,4,1,2,1,0,0,0,11,21,Arterial
11946,69,50,51,108,0,15,2,0,0,0,0,0,0,0,0,0,6,0,Arterial
21097,86,60,44,1272,3,36,3,0,1,2,0,0,0,0,0,0,8,15,Arterial
11801,64,50,48,67,0,1,5,1,0,0,1,0,0,0,0,0,2,0,Arterial
13959,17,40,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Council Minor
22459,76,60,50,165,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Arterial
20925,60,60,28,1094,7,90,10,5,3,1,2,4,1,0,0,0,1,14,Arterial
14193,8,40,6,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,Council Minor
